code_entree;gare_entree;code_sortie;gare_sortie;distance_km;tarif_classe_1;tarif_classe_2;tarif_classe_3;tarif_classe_4;tarif_classe_5
3024;PONTCHARRA;2052;HERMILLON;63.88;9.9;14.6;24.8;32.4;5.1
3024;PONTCHARRA;2054;ST MICHEL MAURIENNE ECH;77.34;12.2;17.9;30.7;40.8;6.5
3024;PONTCHARRA;2056;ST MICHEL MAURIENNE BAR;91.36;14.3;21.0;40.1;53.1;8.1
3024;PONTCHARRA;3021;CROLLES BARRIERE;34.0;3.7;5.9;8.3;11.4;1.8
3024;PONTCHARRA;3022;CROLLES BRIGNOUD;20.0;3.2;4.8;5.6;7.5;1.6
3024;PONTCHARRA;3023;LE TOUVET;10.0;1.2;1.9;2.6;3.5;0.6
3024;PONTCHARRA;3025;CHIGNIN LES MARCHES;10.0;1.3;1.8;2.5;3.7;0.7
3024;PONTCHARRA;3026;CHIGNIN BARRIERE;17.0;2.1;3.3;4.9;6.9;1.0
3024;PONTCHARRA;3031;MONTMELIAN;9.0;1.1;1.9;2.6;4.0;0.5
3024;PONTCHARRA;3032;SAINT PIERRE D'ALBIGNY;21.0;2.6;4.0;6.0;7.7;1.2
3024;PONTCHARRA;3033;AITON;28.0;4.1;6.1;8.5;11.6;1.8
3024;PONTCHARRA;3034;STE HELENE BARRIERE;41.0;6.1;8.3;12.0;17.2;2.7
3025;CHIGNIN LES MARCHES;2050;ST PIERRE BELLEVILLE;38.98;4.9;7.8;12.8;16.7;2.9
3025;CHIGNIN LES MARCHES;2051;STE MARIE DE CUINES;54.34;7.7;11.5;19.8;25.7;4.3
3025;CHIGNIN LES MARCHES;2052;HERMILLON;60.88;8.6;13.0;22.8;30.0;4.8
3025;CHIGNIN LES MARCHES;2054;ST MICHEL MAURIENNE ECH;74.34;10.9;16.3;28.7;38.4;6.2
3025;CHIGNIN LES MARCHES;2056;ST MICHEL MAURIENNE BAR;88.36;13.0;19.4;38.1;50.7;7.8
3025;CHIGNIN LES MARCHES;3021;CROLLES BARRIERE;44.0;4.7;7.4;11.3;14.7;2.2
3025;CHIGNIN LES MARCHES;3022;CROLLES BRIGNOUD;30.0;4.1;6.5;7.7;10.1;2.0
3025;CHIGNIN LES MARCHES;3023;LE TOUVET;20.0;2.4;3.6;5.0;6.2;1.3
3025;CHIGNIN LES MARCHES;3024;PONTCHARRA;10.0;1.3;1.8;2.5;3.7;0.7
3025;CHIGNIN LES MARCHES;3031;MONTMELIAN;8.0;0.9;1.4;1.9;2.7;0.5
3025;CHIGNIN LES MARCHES;3032;SAINT PIERRE D'ALBIGNY;18.0;2.1;3.2;4.8;5.9;1.1
3025;CHIGNIN LES MARCHES;3033;AITON;25.0;2.8;4.5;6.5;9.2;1.5
3025;CHIGNIN LES MARCHES;3034;STE HELENE BARRIERE;38.0;4.4;7.1;9.9;13.2;2.4
3026;CHIGNIN BARRIERE;2050;ST PIERRE BELLEVILLE;44.98;6.3;10.0;17.0;22.0;3.4
3026;CHIGNIN BARRIERE;2051;STE MARIE DE CUINES;60.34;9.1;13.7;24.0;31.0;4.8
3026;CHIGNIN BARRIERE;2052;HERMILLON;66.88;10.0;15.2;27.0;35.3;5.3
3026;CHIGNIN BARRIERE;2054;ST MICHEL MAURIENNE ECH;80.34;12.3;18.5;32.9;43.7;6.7
3026;CHIGNIN BARRIERE;2056;ST MICHEL MAURIENNE BAR;94.36;14.4;21.6;42.3;56.0;8.3
3026;CHIGNIN BARRIERE;3021;CROLLES BARRIERE;51.0;6.6;10.0;15.3;20.2;3.3
3026;CHIGNIN BARRIERE;3022;CROLLES BRIGNOUD;37.0;5.9;8.6;10.9;14.3;3.0
3026;CHIGNIN BARRIERE;3023;LE TOUVET;27.0;3.4;5.3;7.1;9.4;1.8
3026;CHIGNIN BARRIERE;3024;PONTCHARRA;17.0;2.1;3.3;4.9;6.9;1.0
3026;CHIGNIN BARRIERE;3031;MONTMELIAN;15.0;1.9;2.9;4.7;6.4;1.0
3026;CHIGNIN BARRIERE;3032;SAINT PIERRE D'ALBIGNY;24.0;3.0;4.5;7.3;9.8;1.5
3026;CHIGNIN BARRIERE;3033;AITON;31.0;4.2;6.7;10.7;14.5;2.0
3026;CHIGNIN BARRIERE;3034;STE HELENE BARRIERE;44.0;6.0;10.0;14.0;18.7;3.1
3027;CHIGNIN BRETELLE;3400;Système Ouvert;7.0;1.0;1.6;2.7;3.7;0.5
3031;MONTMELIAN;2050;ST PIERRE BELLEVILLE;31.98;4.3;6.6;11.0;14.0;2.5
3031;MONTMELIAN;2051;STE MARIE DE CUINES;47.34;7.1;10.3;18.0;23.0;3.9
3031;MONTMELIAN;2052;HERMILLON;53.88;8.0;11.8;21.0;27.3;4.4
3031;MONTMELIAN;2054;ST MICHEL MAURIENNE ECH;67.34;10.3;15.1;26.9;35.7;5.8
3031;MONTMELIAN;2056;ST MICHEL MAURIENNE BAR;81.36;12.4;18.2;36.3;48.0;7.4
3031;MONTMELIAN;3021;CROLLES BARRIERE;43.0;6.0;8.4;12.2;16.2;2.9
3031;MONTMELIAN;3022;CROLLES BRIGNOUD;29.0;5.1;7.0;8.0;10.8;2.3
3031;MONTMELIAN;3023;LE TOUVET;19.0;2.4;3.6;5.3;7.6;1.1
3031;MONTMELIAN;3024;PONTCHARRA;9.0;1.1;1.9;2.6;4.0;0.5
3031;MONTMELIAN;3025;CHIGNIN LES MARCHES;8.0;0.9;1.4;1.9;2.7;0.5
3031;MONTMELIAN;3026;CHIGNIN BARRIERE;15.0;1.9;2.9;4.7;6.4;1.0
3031;MONTMELIAN;3032;SAINT PIERRE D'ALBIGNY;11.0;1.4;2.0;2.5;3.6;0.7
3031;MONTMELIAN;3033;AITON;18.0;2.2;3.3;4.7;6.5;1.1
3031;MONTMELIAN;3034;STE HELENE BARRIERE;31.0;3.6;6.0;7.6;10.9;2.0
3032;SAINT PIERRE D'ALBIGNY;3021;CROLLES BARRIERE;54.0;6.7;10.2;14.7;19.7;3.3
3032;SAINT PIERRE D'ALBIGNY;3022;CROLLES BRIGNOUD;41.0;6.0;8.9;10.2;14.4;2.9
3032;SAINT PIERRE D'ALBIGNY;3023;LE TOUVET;30.0;3.7;5.7;8.2;11.0;1.6
3032;SAINT PIERRE D'ALBIGNY;3024;PONTCHARRA;21.0;2.6;4.0;6.0;7.7;1.2
3032;SAINT PIERRE D'ALBIGNY;3025;CHIGNIN LES MARCHES;18.0;2.1;3.2;4.8;5.9;1.1
3032;SAINT PIERRE D'ALBIGNY;3026;CHIGNIN BARRIERE;24.0;3.0;4.5;7.3;9.8;1.5
3032;SAINT PIERRE D'ALBIGNY;3031;MONTMELIAN;11.0;1.4;2.0;2.5;3.6;0.7
3033;AITON;2050;ST PIERRE BELLEVILLE;13.98;2.1;3.3;6.3;7.5;1.4
3033;AITON;2051;STE MARIE DE CUINES;29.34;4.9;7.0;13.3;16.5;2.8
3033;AITON;2052;HERMILLON;35.88;5.8;8.5;16.3;20.8;3.3
3033;AITON;2054;ST MICHEL MAURIENNE ECH;49.34;8.1;11.8;22.2;29.2;4.7
3033;AITON;2056;ST MICHEL MAURIENNE BAR;63.36;10.2;14.9;31.6;41.5;6.3
3033;AITON;3021;CROLLES BARRIERE;61.0;7.9;12.3;17.6;24.8;4.1
3033;AITON;3022;CROLLES BRIGNOUD;48.0;7.2;11.0;13.1;18.4;3.7
3033;AITON;3023;LE TOUVET;37.0;4.5;7.3;10.8;14.1;2.2
3033;AITON;3024;PONTCHARRA;28.0;4.1;6.1;8.5;11.6;1.8
3033;AITON;3025;CHIGNIN LES MARCHES;25.0;2.8;4.5;6.5;9.2;1.5
3033;AITON;3026;CHIGNIN BARRIERE;31.0;4.2;6.7;10.7;14.5;2.0
3033;AITON;3031;MONTMELIAN;18.0;2.2;3.3;4.7;6.5;1.1
3033;AITON;3034;STE HELENE BARRIERE;17.0;1.9;3.2;5.0;6.4;1.1
3034;STE HELENE BARRIERE;2050;ST PIERRE BELLEVILLE;30.98;4.0;6.5;11.3;13.9;2.5
3034;STE HELENE BARRIERE;2051;STE MARIE DE CUINES;46.34;6.8;10.2;18.3;22.9;3.9
3034;STE HELENE BARRIERE;2052;HERMILLON;52.88;7.7;11.7;21.3;27.2;4.4
3034;STE HELENE BARRIERE;2054;ST MICHEL MAURIENNE ECH;66.34;10.0;15.0;27.2;35.6;5.8
3034;STE HELENE BARRIERE;2056;ST MICHEL MAURIENNE BAR;80.36;12.1;18.1;36.6;47.9;7.4
3034;STE HELENE BARRIERE;3021;CROLLES BARRIERE;74.0;10.4;15.1;21.5;29.0;5.1
3034;STE HELENE BARRIERE;3022;CROLLES BRIGNOUD;61.0;9.5;13.4;16.9;23.6;4.5
3034;STE HELENE BARRIERE;3023;LE TOUVET;50.0;6.6;9.8;14.0;19.7;3.2
3034;STE HELENE BARRIERE;3024;PONTCHARRA;41.0;6.1;8.3;12.0;17.2;2.7
3034;STE HELENE BARRIERE;3025;CHIGNIN LES MARCHES;38.0;4.4;7.1;9.9;13.2;2.4
3034;STE HELENE BARRIERE;3026;CHIGNIN BARRIERE;44.0;6.0;10.0;14.0;18.7;3.1
3034;STE HELENE BARRIERE;3031;MONTMELIAN;31.0;3.6;6.0;7.6;10.9;2.0
3034;STE HELENE BARRIERE;3033;AITON;17.0;1.9;3.2;5.0;6.4;1.1
3041;LE CROZET;3400;Système Ouvert;31.0;4.5;7.0;9.9;12.7;2.0
3061;SAINT GENIX SUR GUIERS;15018;ST MARTIN BELLEVUE A41 N;94.0;18.6;30.6;43.8;58.0;9.3
3061;SAINT GENIX SUR GUIERS;3001;ST QUENTIN FAL. BARRIERE;65.0;9.1;13.6;20.2;26.6;4.5
3061;SAINT GENIX SUR GUIERS;3002;ST QUENTIN FAL. BRETELLE;44.0;6.1;9.0;12.8;17.6;2.7
3061;SAINT GENIX SUR GUIERS;3003;ISLE D'ABEAU CENTRE;34.0;4.5;6.9;9.9;13.2;2.0
3061;SAINT GENIX SUR GUIERS;3004;BOURGOIN;28.0;3.8;5.9;7.8;10.7;1.8
3061;SAINT GENIX SUR GUIERS;3005;LA TOUR DU PIN;19.0;2.3;3.8;5.6;7.0;1.2
3061;SAINT GENIX SUR GUIERS;3006;LES ABRETS;4.0;0.5;0.8;1.0;1.4;0.3
3061;SAINT GENIX SUR GUIERS;3007;AIGUEBELETTE;13.0;1.6;2.5;4.2;5.9;0.8
3061;SAINT GENIX SUR GUIERS;3008;CHAMBERY NORD;23.0;3.8;5.8;8.7;11.9;1.6
3061;SAINT GENIX SUR GUIERS;3009;AIX SUD;30.0;4.8;6.7;10.4;13.5;2.0
3061;SAINT GENIX SUR GUIERS;3010;AIX NORD;37.0;5.7;7.8;11.8;16.3;2.3
3061;SAINT GENIX SUR GUIERS;3011;RUMILLY;50.0;6.9;10.6;15.1;21.3;3.5
3061;SAINT GENIX SUR GUIERS;3012;ANNECY CENTRE;63.0;9.0;13.2;18.7;25.9;4.4
3061;SAINT GENIX SUR GUIERS;3013;ANNECY NORD;68.0;9.6;14.3;20.4;27.8;4.5
3061;SAINT GENIX SUR GUIERS;3014;ALLONZIER;75.0;10.4;15.3;21.1;29.9;4.8
3061;SAINT GENIX SUR GUIERS;3015;ST MARTIN BELLEVUE A410;100.0;13.9;20.7;29.6;40.3;6.6
3061;SAINT GENIX SUR GUIERS;3020;SEYNOD SUD;57.0;7.4;11.7;16.9;23.4;3.8
3061;SAINT GENIX SUR GUIERS;3062;VILLEFONTAINE;40.0;5.6;7.9;11.4;15.2;2.5
3061;SAINT GENIX SUR GUIERS;3083;MOIRANS NORD;64.0;7.9;12.5;18.6;24.9;4.1
3061;SAINT GENIX SUR GUIERS;3085;RIVES;49.0;6.3;9.7;14.4;19.1;2.8
3061;SAINT GENIX SUR GUIERS;3086;VOIRON;60.0;7.4;11.6;17.2;22.8;3.8
3061;SAINT GENIX SUR GUIERS;3087;VOREPPE BARRIERE;84.0;10.3;16.1;22.9;30.6;5.1
3061;SAINT GENIX SUR GUIERS;3091;CHATUZANGE BARRIERE;135.0;17.5;26.7;37.6;50.8;8.4
3061;SAINT GENIX SUR GUIERS;3092;LA BAUME D'HOSTUN;114.0;14.3;22.5;31.9;43.1;6.9
3061;SAINT GENIX SUR GUIERS;3093;SAINT MARCELLIN;101.0;12.5;19.4;28.1;38.2;6.1
3061;SAINT GENIX SUR GUIERS;3094;VINAY;91.0;11.2;17.8;25.5;34.0;5.6
3061;SAINT GENIX SUR GUIERS;3095;TULLINS;77.0;9.6;15.1;21.5;29.2;4.8
3062;VILLEFONTAINE;15018;ST MARTIN BELLEVUE A41 N;134.0;23.0;37.9;55.4;72.6;11.7
3062;VILLEFONTAINE;3001;ST QUENTIN FAL. BARRIERE;25.0;3.0;4.6;6.4;8.5;1.5
3062;VILLEFONTAINE;3002;ST QUENTIN FAL. BRETELLE;4.0;0.5;0.7;1.1;1.4;0.3
3062;VILLEFONTAINE;3003;ISLE D'ABEAU CENTRE;6.0;0.7;1.0;1.5;2.2;0.3
3062;VILLEFONTAINE;3004;BOURGOIN;12.0;1.3;2.3;3.6;4.5;0.7
3062;VILLEFONTAINE;3005;LA TOUR DU PIN;21.0;3.0;4.4;6.6;7.9;1.4
3062;VILLEFONTAINE;3006;LES ABRETS;36.0;4.8;7.0;10.7;13.2;2.2
3062;VILLEFONTAINE;3007;AIGUEBELETTE;53.0;6.8;10.4;15.1;19.4;3.3
3062;VILLEFONTAINE;3008;CHAMBERY NORD;63.0;9.6;14.1;20.5;27.9;4.4
3062;VILLEFONTAINE;3009;AIX SUD;70.0;9.7;14.6;21.4;29.2;4.8
3062;VILLEFONTAINE;3010;AIX NORD;77.0;10.3;15.2;22.8;31.4;4.9
3062;VILLEFONTAINE;3011;RUMILLY;90.0;11.5;17.4;25.2;35.4;5.6
3062;VILLEFONTAINE;3012;ANNECY CENTRE;103.0;13.4;19.9;28.7;40.7;6.5
3062;VILLEFONTAINE;3013;ANNECY NORD;108.0;14.0;20.9;31.1;41.2;6.9
3062;VILLEFONTAINE;3014;ALLONZIER;115.0;14.8;22.6;32.7;44.5;7.2
3062;VILLEFONTAINE;3015;ST MARTIN BELLEVUE A410;140.0;18.0;27.6;39.7;52.8;9.2
3062;VILLEFONTAINE;3020;SEYNOD SUD;97.0;12.3;18.5;26.9;37.9;6.0
3062;VILLEFONTAINE;3061;SAINT GENIX SUR GUIERS;40.0;5.6;7.9;11.4;15.2;2.5
3062;VILLEFONTAINE;3072;LA TOUR DU PIN EST;24.0;3.3;5.0;7.3;9.5;1.6
3062;VILLEFONTAINE;3083;MOIRANS NORD;55.0;7.4;10.6;16.4;21.2;3.7
3062;VILLEFONTAINE;3085;RIVES;40.0;5.5;7.8;11.7;15.0;2.4
3062;VILLEFONTAINE;3086;VOIRON;51.0;6.5;9.9;14.6;18.5;3.1
3062;VILLEFONTAINE;3087;VOREPPE BARRIERE;75.0;9.6;14.7;20.8;27.6;4.9
3062;VILLEFONTAINE;3091;CHATUZANGE BARRIERE;121.0;15.6;24.1;35.0;45.8;7.7
3062;VILLEFONTAINE;3092;LA BAUME D'HOSTUN;105.0;12.9;20.0;28.8;39.0;6.4
3062;VILLEFONTAINE;3093;SAINT MARCELLIN;92.0;11.4;17.6;25.0;33.7;5.6
3062;VILLEFONTAINE;3094;VINAY;82.0;10.1;15.7;22.1;29.0;5.0
3062;VILLEFONTAINE;3095;TULLINS;68.0;8.4;12.9;19.1;24.8;4.3
3070;SAINT EXUPERY;3400;Système Ouvert;19.0;2.3;3.5;5.6;6.9;1.1
3071;CHESNES;3400;Système Ouvert;19.0;2.3;3.5;5.6;6.9;1.1
3072;LA TOUR DU PIN EST;3001;ST QUENTIN FAL. BARRIERE;49.0;6.8;10.9;15.8;20.2;3.4
3072;LA TOUR DU PIN EST;3002;ST QUENTIN FAL. BRETELLE;28.0;3.9;6.5;9.2;11.8;1.9
3072;LA TOUR DU PIN EST;3003;ISLE D'ABEAU CENTRE;18.0;2.6;4.1;6.3;7.2;1.2
3072;LA TOUR DU PIN EST;3004;BOURGOIN;12.0;1.5;2.5;3.8;5.4;0.7
3072;LA TOUR DU PIN EST;3005;LA TOUR DU PIN;3.0;0.4;0.6;0.8;0.9;0.2
3072;LA TOUR DU PIN EST;3062;VILLEFONTAINE;24.0;3.3;5.0;7.3;9.5;1.6
3072;LA TOUR DU PIN EST;3083;MOIRANS NORD;48.0;6.4;9.7;13.4;18.3;3.5
3072;LA TOUR DU PIN EST;3085;RIVES;33.0;4.2;6.7;9.3;12.5;2.0
3072;LA TOUR DU PIN EST;3086;VOIRON;44.0;5.9;8.4;12.2;16.0;2.6
3072;LA TOUR DU PIN EST;3087;VOREPPE BARRIERE;68.0;8.5;12.9;18.1;24.1;4.2
3072;LA TOUR DU PIN EST;3091;CHATUZANGE BARRIERE;119.0;15.7;23.4;33.0;44.5;7.4
3072;LA TOUR DU PIN EST;3092;LA BAUME D'HOSTUN;98.0;12.0;18.6;27.5;37.0;6.0
3072;LA TOUR DU PIN EST;3093;SAINT MARCELLIN;85.0;10.7;16.2;23.2;31.1;5.1
3072;LA TOUR DU PIN EST;3094;VINAY;75.0;8.9;13.7;20.0;25.9;4.4
3072;LA TOUR DU PIN EST;3095;TULLINS;61.0;7.6;11.3;16.4;21.2;3.7
3083;MOIRANS NORD;15018;ST MARTIN BELLEVUE A41 N;158.0;23.7;39.4;56.9;73.4;12.1
3083;MOIRANS NORD;3001;ST QUENTIN FAL. BARRIERE;80.0;11.3;17.9;25.4;34.1;5.6
3083;MOIRANS NORD;3002;ST QUENTIN FAL. BRETELLE;59.0;8.5;13.1;19.2;25.1;4.2
3083;MOIRANS NORD;3003;ISLE D'ABEAU CENTRE;49.0;6.9;10.5;14.8;20.0;3.3
3083;MOIRANS NORD;3004;BOURGOIN;43.0;5.0;7.8;11.6;15.8;2.5
3083;MOIRANS NORD;3005;LA TOUR DU PIN;45.0;6.0;9.3;12.8;17.4;3.2
3083;MOIRANS NORD;3006;LES ABRETS;60.0;7.3;11.3;16.2;20.3;3.6
3083;MOIRANS NORD;3007;AIGUEBELETTE;77.0;9.0;13.2;19.2;25.4;4.2
3083;MOIRANS NORD;3008;CHAMBERY NORD;87.0;10.9;16.4;23.8;31.8;5.3
3083;MOIRANS NORD;3009;AIX SUD;94.0;11.3;17.1;24.7;33.1;5.4
3083;MOIRANS NORD;3010;AIX NORD;101.0;11.4;18.0;26.7;34.2;5.6
3083;MOIRANS NORD;3011;RUMILLY;114.0;12.9;20.4;28.9;37.9;6.4
3083;MOIRANS NORD;3012;ANNECY CENTRE;127.0;14.9;22.9;32.8;42.8;7.2
3083;MOIRANS NORD;3013;ANNECY NORD;132.0;14.9;23.2;33.4;44.1;7.3
3083;MOIRANS NORD;3014;ALLONZIER;139.0;15.5;24.1;34.2;45.3;7.6
3083;MOIRANS NORD;3015;ST MARTIN BELLEVUE A410;164.0;18.8;28.7;41.8;55.4;9.5
3083;MOIRANS NORD;3020;SEYNOD SUD;121.0;13.5;20.9;30.3;39.5;6.7
3083;MOIRANS NORD;3061;SAINT GENIX SUR GUIERS;64.0;7.9;12.5;18.6;24.9;4.1
3083;MOIRANS NORD;3062;VILLEFONTAINE;55.0;7.4;10.6;16.4;21.2;3.7
3083;MOIRANS NORD;3072;LA TOUR DU PIN EST;48.0;6.4;9.7;13.4;18.3;3.5
3083;MOIRANS NORD;3085;RIVES;15.0;1.8;2.9;4.5;6.0;0.9
3083;MOIRANS NORD;3086;VOIRON;4.0;0.4;0.7;1.0;1.5;0.2
3084;MOIRANS;3087;VOREPPE BARRIERE;19.0;1.9;2.5;4.4;5.6;1.1
3084;MOIRANS;3091;CHATUZANGE BARRIERE;71.0;9.8;14.6;20.0;28.0;4.8
3084;MOIRANS;3092;LA BAUME D'HOSTUN;50.0;6.2;9.7;13.3;18.4;2.8
3084;MOIRANS;3093;SAINT MARCELLIN;37.0;4.4;7.1;9.7;13.7;2.1
3084;MOIRANS;3094;VINAY;27.0;3.2;5.0;7.0;9.5;1.5
3084;MOIRANS;3095;TULLINS;13.0;1.4;2.2;3.6;4.6;0.6
3085;RIVES;15018;ST MARTIN BELLEVUE A41 N;143.0;22.4;36.9;53.5;69.8;11.3
3085;RIVES;3001;ST QUENTIN FAL. BARRIERE;65.0;9.2;14.3;20.5;27.4;4.5
3085;RIVES;3002;ST QUENTIN FAL. BRETELLE;44.0;6.3;9.1;13.3;18.8;2.7
3085;RIVES;3003;ISLE D'ABEAU CENTRE;34.0;5.1;6.9;10.6;14.0;2.0
3085;RIVES;3004;BOURGOIN;28.0;3.2;5.4;7.4;9.8;1.6
3085;RIVES;3005;LA TOUR DU PIN;30.0;3.9;6.0;8.4;11.3;1.8
3085;RIVES;3006;LES ABRETS;45.0;5.5;8.4;12.2;16.0;2.5
3085;RIVES;3007;AIGUEBELETTE;62.0;7.2;10.9;15.3;20.2;3.4
3085;RIVES;3008;CHAMBERY NORD;72.0;9.1;14.0;20.5;27.7;4.5
3085;RIVES;3009;AIX SUD;79.0;9.7;14.7;21.0;27.7;4.5
3085;RIVES;3010;AIX NORD;86.0;10.1;16.3;22.6;30.0;4.8
3085;RIVES;3011;RUMILLY;99.0;11.3;17.5;25.3;34.1;5.5
3085;RIVES;3012;ANNECY CENTRE;112.0;13.4;20.3;29.0;39.4;6.5
3085;RIVES;3013;ANNECY NORD;117.0;13.5;20.6;29.0;39.7;6.5
3085;RIVES;3014;ALLONZIER;124.0;14.2;21.6;30.8;41.7;6.8
3085;RIVES;3015;ST MARTIN BELLEVUE A410;149.0;17.6;27.1;38.6;51.5;9.0
3085;RIVES;3020;SEYNOD SUD;106.0;11.9;18.5;26.7;35.3;5.9
3085;RIVES;3061;SAINT GENIX SUR GUIERS;49.0;6.3;9.7;14.4;19.1;2.8
3085;RIVES;3062;VILLEFONTAINE;40.0;5.5;7.8;11.7;15.0;2.4
3085;RIVES;3072;LA TOUR DU PIN EST;33.0;4.2;6.7;9.3;12.5;2.0
3085;RIVES;3083;MOIRANS NORD;15.0;1.8;2.9;4.5;6.0;0.9
3085;RIVES;3086;VOIRON;11.0;1.2;2.0;3.7;4.2;0.7
3085;RIVES;3087;VOREPPE BARRIERE;35.0;3.8;5.6;8.2;12.1;1.9
3085;RIVES;3091;CHATUZANGE BARRIERE;81.0;11.6;17.4;24.5;34.9;6.0
3085;RIVES;3092;LA BAUME D'HOSTUN;65.0;8.0;12.2;17.7;25.3;4.0
3085;RIVES;3093;SAINT MARCELLIN;52.0;6.5;9.7;14.1;19.8;3.2
3085;RIVES;3094;VINAY;42.0;5.3;7.6;11.2;15.9;2.3
3085;RIVES;3095;TULLINS;28.0;3.5;5.5;7.7;11.0;1.6
3086;VOIRON;15018;ST MARTIN BELLEVUE A41 N;154.0;23.1;38.4;55.6;71.9;11.9
3086;VOIRON;3001;ST QUENTIN FAL. BARRIERE;76.0;10.8;15.9;22.7;30.1;5.3
3086;VOIRON;3002;ST QUENTIN FAL. BRETELLE;55.0;7.1;10.9;15.7;21.9;3.6
3086;VOIRON;3003;ISLE D'ABEAU CENTRE;45.0;6.3;9.1;13.3;17.5;2.6
3086;VOIRON;3004;BOURGOIN;39.0;4.4;7.1;10.2;13.2;2.3
3086;VOIRON;3005;LA TOUR DU PIN;41.0;5.5;7.9;11.4;14.7;2.4
3086;VOIRON;3006;LES ABRETS;56.0;6.4;9.9;14.4;18.2;3.2
3086;VOIRON;3007;AIGUEBELETTE;73.0;8.5;12.4;18.0;23.6;4.0
3086;VOIRON;3008;CHAMBERY NORD;83.0;10.4;15.9;22.7;30.2;5.0
3086;VOIRON;3009;AIX SUD;90.0;10.4;16.2;23.3;31.1;5.0
3086;VOIRON;3010;AIX NORD;97.0;11.0;16.9;24.2;32.2;5.4
3086;VOIRON;3011;RUMILLY;110.0;12.2;19.2;27.2;36.3;6.1
3086;VOIRON;3012;ANNECY CENTRE;123.0;13.7;21.1;30.7;40.8;6.8
3086;VOIRON;3013;ANNECY NORD;128.0;14.3;21.7;31.1;41.7;7.1
3086;VOIRON;3014;ALLONZIER;135.0;14.9;23.1;32.9;43.8;7.4
3086;VOIRON;3015;ST MARTIN BELLEVUE A410;160.0;18.3;27.7;39.5;53.3;9.2
3086;VOIRON;3020;SEYNOD SUD;117.0;12.7;19.7;28.6;38.1;6.4
3086;VOIRON;3061;SAINT GENIX SUR GUIERS;60.0;7.4;11.6;17.2;22.8;3.8
3086;VOIRON;3062;VILLEFONTAINE;51.0;6.5;9.9;14.6;18.5;3.1
3086;VOIRON;3072;LA TOUR DU PIN EST;44.0;5.9;8.4;12.2;16.0;2.6
3086;VOIRON;3083;MOIRANS NORD;4.0;0.4;0.7;1.0;1.5;0.2
3086;VOIRON;3085;RIVES;11.0;1.2;2.0;3.7;4.2;0.7
3086;VOIRON;3087;VOREPPE BARRIERE;24.0;2.4;3.1;5.5;7.2;1.3
3086;VOIRON;3091;CHATUZANGE BARRIERE;70.0;10.9;16.0;21.9;30.6;5.2
3086;VOIRON;3092;LA BAUME D'HOSTUN;54.0;6.7;10.5;14.7;22.6;3.3
3086;VOIRON;3093;SAINT MARCELLIN;41.0;5.4;7.9;11.4;16.2;2.4
3086;VOIRON;3094;VINAY;31.0;4.0;6.0;8.5;11.8;1.9
3086;VOIRON;3095;TULLINS;17.0;2.2;3.3;4.8;7.3;1.0
3087;VOREPPE BARRIERE;15018;ST MARTIN BELLEVUE A41 N;178.0;26.2;42.8;61.3;79.3;13.7
3087;VOREPPE BARRIERE;3001;ST QUENTIN FAL. BARRIERE;100.0;13.6;21.6;30.2;40.8;6.7
3087;VOREPPE BARRIERE;3002;ST QUENTIN FAL. BRETELLE;79.0;10.9;16.8;24.3;31.9;5.3
3087;VOREPPE BARRIERE;3003;ISLE D'ABEAU CENTRE;69.0;9.2;13.5;19.2;26.0;4.7
3087;VOREPPE BARRIERE;3004;BOURGOIN;63.0;7.1;10.9;15.4;21.3;3.6
3087;VOREPPE BARRIERE;3005;LA TOUR DU PIN;65.0;8.2;12.4;17.3;23.3;4.3
3087;VOREPPE BARRIERE;3006;LES ABRETS;80.0;9.4;14.9;20.8;26.9;4.7
3087;VOREPPE BARRIERE;3007;AIGUEBELETTE;97.0;10.6;16.4;23.0;31.3;5.4
3087;VOREPPE BARRIERE;3008;CHAMBERY NORD;107.0;13.2;19.4;28.2;37.5;6.2
3087;VOREPPE BARRIERE;3009;AIX SUD;114.0;13.1;20.4;28.9;38.9;6.4
3087;VOREPPE BARRIERE;3010;AIX NORD;121.0;13.5;21.4;30.5;40.5;7.0
3087;VOREPPE BARRIERE;3011;RUMILLY;134.0;15.3;23.6;33.2;43.9;7.5
3087;VOREPPE BARRIERE;3012;ANNECY CENTRE;147.0;17.0;26.7;37.3;49.0;8.6
3087;VOREPPE BARRIERE;3013;ANNECY NORD;152.0;17.2;26.9;37.7;49.6;8.7
3087;VOREPPE BARRIERE;3014;ALLONZIER;159.0;18.0;27.5;38.6;51.2;9.2
3087;VOREPPE BARRIERE;3015;ST MARTIN BELLEVUE A410;184.0;21.6;32.5;46.1;61.8;10.8
3087;VOREPPE BARRIERE;3020;SEYNOD SUD;141.0;16.0;24.1;34.7;45.9;7.8
3087;VOREPPE BARRIERE;3061;SAINT GENIX SUR GUIERS;84.0;10.3;16.1;22.9;30.6;5.1
3087;VOREPPE BARRIERE;3062;VILLEFONTAINE;75.0;9.6;14.7;20.8;27.6;4.9
3087;VOREPPE BARRIERE;3072;LA TOUR DU PIN EST;68.0;8.5;12.9;18.1;24.1;4.2
3087;VOREPPE BARRIERE;3084;MOIRANS;19.0;1.9;2.5;4.4;5.6;1.1
3087;VOREPPE BARRIERE;3085;RIVES;35.0;3.8;5.6;8.2;12.1;1.9
